symbol,baseAsset,quoteAsset,status,isSpotTradingAllowed,baseAssetPrecision,quotePrecision
SUITRY,SUI,TRY,TRADING,true,8,8
PEPEUSDT,PEPE,USDT,TRADING,true,2,8
FLOKIUSDT,FLOKI,USDT,TRADING,true,2,8
OGTRY,OG,TRY,TRADING,true,8,8
PEPETRY,PEPE,TRY,TRADING,true,2,8
WBETHETH,WBETH,ETH,TRADING,true,8,8
FLOKITRY,FLOKI,TRY,TRADING,true,2,8
CITYTRY,CITY,TRY,TRADING,true,8,8
LTCTRY,LTC,TRY,TRADING,true,8,8
RADTRY,RAD,TRY,TRADING,true,8,8
BTCARS,BTC,ARS,TRADING,true,8,8
OPTRY,OP,TRY,TRADING,true,8,8
PAXGTRY,PAXG,TRY,TRADING,true,8,8
MAVUSDT,MAV,USDT,TRADING,true,8,8
PENDLEBTC,PENDLE,BTC,TRADING,true,8,8
PENDLEUSDT,PENDLE,USDT,TRADING,true,8,8
MAVTRY,MAV,TRY,TRADING,true,8,8
ARBETH,ARB,ETH,TRADING,true,8,8
BCHTRY,BCH,TRY,TRADING,true,8,8
XVGTRY,XVG,TRY,TRADING,true,8,8
ARKMUSDT,ARKM,USDT,TRADING,true,8,8
ARKMTRY,ARKM,TRY,TRADING,true,8,8
WBETHUSDT,WBETH,USDT,TRADING,true,8,8
COMPTRY,COMP,TRY,TRADING,true,8,8
XECTRY,XEC,TRY,TRADING,true,2,8
WLDUSDT,WLD,USDT,TRADING,true,8,8
WLDBTC,WLD,BTC,TRADING,true,8,8
BNBFDUSD,BNB,FDUSD,TRADING,true,8,8
FDUSDUSDT,FDUSD,USDT,TRADING,true,8,8
WLDTRY,WLD,TRY,TRADING,true,8,8
AMPTRY,AMP,TRY,TRADING,true,8,8
OGNTRY,OGN,TRY,TRADING,true,8,8
BTCFDUSD,BTC,FDUSD,TRADING,true,8,8
ETHFDUSD,ETH,FDUSD,TRADING,true,8,8
ASRTRY,ASR,TRY,TRADING,true,8,8
ATMTRY,ATM,TRY,TRADING,true,8,8
ACMTRY,ACM,TRY,TRADING,true,8,8
BARTRY,BAR,TRY,TRADING,true,8,8
JUVTRY,JUV,TRY,TRADING,true,8,8
PSGTRY,PSG,TRY,TRADING,true,8,8
SEIBTC,SEI,BTC,TRADING,true,8,8
SEITRY,SEI,TRY,TRADING,true,8,8
SEIUSDT,SEI,USDT,TRADING,true,8,8
CYBERBTC,CYBER,BTC,TRADING,true,8,8
CYBERTRY,CYBER,TRY,TRADING,true,8,8
CYBERUSDT,CYBER,USDT,TRADING,true,8,8
LPTTRY,LPT,TRY,TRADING,true,8,8
UNITRY,UNI,TRY,TRADING,true,8,8
SOLFDUSD,SOL,FDUSD,TRADING,true,8,8
XRPFDUSD,XRP,FDUSD,TRADING,true,8,8
DOGEFDUSD,DOGE,FDUSD,TRADING,true,8,8
ARKUSDT,ARK,USDT,TRADING,true,8,8
IQUSDT,IQ,USDT,TRADING,true,8,8
FDUSDTRY,FDUSD,TRY,TRADING,true,8,8
SUIFDUSD,SUI,FDUSD,TRADING,true,8,8
FILFDUSD,FIL,FDUSD,TRADING,true,8,8
LTCFDUSD,LTC,FDUSD,TRADING,true,8,8
ADAFDUSD,ADA,FDUSD,TRADING,true,8,8
TRBTRY,TRB,TRY,TRADING,true,8,8
ATOMFDUSD,ATOM,FDUSD,TRADING,true,8,8
AVAXFDUSD,AVAX,FDUSD,TRADING,true,8,8
BCHFDUSD,BCH,FDUSD,TRADING,true,8,8
DOTFDUSD,DOT,FDUSD,TRADING,true,8,8
LINKFDUSD,LINK,FDUSD,TRADING,true,8,8
STRAXTRY,STRAX,TRY,TRADING,true,8,8
TIABTC,TIA,BTC,TRADING,true,8,8
TIAUSDT,TIA,USDT,TRADING,true,8,8
TIATRY,TIA,TRY,TRADING,true,8,8
MEMEUSDT,MEME,USDT,TRADING,true,8,8
MEMETRY,MEME,TRY,TRADING,true,8,8
ORDIUSDT,ORDI,USDT,TRADING,true,8,8
ORDITRY,ORDI,TRY,TRADING,true,8,8
BEAMXUSDT,BEAMX,USDT,TRADING,true,8,8
ARKTRY,ARK,TRY,TRADING,true,8,8
BEAMXTRY,BEAMX,TRY,TRADING,true,8,8
CAKETRY,CAKE,TRY,TRADING,true,8,8
PIVXUSDT,PIVX,USDT,TRADING,true,8,8
WLDFDUSD,WLD,FDUSD,TRADING,true,8,8
GASTRY,GAS,TRY,TRADING,true,8,8
VICUSDT,VIC,USDT,TRADING,true,8,8
VICTRY,VIC,TRY,TRADING,true,8,8
BLURUSDT,BLUR,USDT,TRADING,true,8,8
BLURTRY,BLUR,TRY,TRADING,true,8,8
USTCTRY,USTC,TRY,TRADING,true,8,8
DYDXTRY,DYDX,TRY,TRADING,true,8,8
VANRYUSDT,VANRY,USDT,TRADING,true,8,8
AEURUSDT,AEUR,USDT,TRADING,true,8,8
LUNCTRY,LUNC,TRY,TRADING,true,8,8
SUPERTRY,SUPER,TRY,TRADING,true,8,8
JTOUSDT,JTO,USDT,TRADING,true,8,8
JTOTRY,JTO,TRY,TRADING,true,8,8
1000SATSUSDT,1000SATS,USDT,TRADING,true,2,8
1000SATSTRY,1000SATS,TRY,TRADING,true,2,8
SHIBFDUSD,SHIB,FDUSD,TRADING,true,2,8
IOTATRY,IOTA,TRY,TRADING,true,8,8
INJFDUSD,INJ,FDUSD,TRADING,true,8,8
FIDATRY,FIDA,TRY,TRADING,true,8,8
BONKUSDT,BONK,USDT,TRADING,true,2,8
BONKFDUSD,BONK,FDUSD,TRADING,true,2,8
BONKTRY,BONK,TRY,TRADING,true,2,8
ACEUSDT,ACE,USDT,TRADING,true,8,8
ACETRY,ACE,TRY,TRADING,true,8,8
RARETRY,RARE,TRY,TRADING,true,8,8
VANRYTRY,VANRY,TRY,TRADING,true,8,8
NFPUSDT,NFP,USDT,TRADING,true,8,8
NFPTRY,NFP,TRY,TRADING,true,8,8
ARBUSDC,ARB,USDC,TRADING,true,8,8
AVAXUSDC,AVAX,USDC,TRADING,true,8,8
DOTUSDC,DOT,USDC,TRADING,true,8,8
INJUSDC,INJ,USDC,TRADING,true,8,8
OPUSDC,OP,USDC,TRADING,true,8,8
ORDIUSDC,ORDI,USDC,TRADING,true,8,8
AIUSDT,AI,USDT,TRADING,true,8,8
AITRY,AI,TRY,TRADING,true,8,8
ICPFDUSD,ICP,FDUSD,TRADING,true,8,8
LDOFDUSD,LDO,FDUSD,TRADING,true,8,8
MOVRTRY,MOVR,TRY,TRADING,true,8,8
XAIUSDT,XAI,USDT,TRADING,true,8,8
XAITRY,XAI,TRY,TRADING,true,8,8
SKLTRY,SKL,TRY,TRADING,true,8,8
MANTAUSDT,MANTA,USDT,TRADING,true,8,8
MANTAFDUSD,MANTA,FDUSD,TRADING,true,8,8
MANTATRY,MANTA,TRY,TRADING,true,8,8
ETCFDUSD,ETC,FDUSD,TRADING,true,8,8
SUIUSDC,SUI,USDC,TRADING,true,8,8
TIAUSDC,TIA,USDC,TRADING,true,8,8
MANTAUSDC,MANTA,USDC,TRADING,true,8,8
ALTUSDT,ALT,USDT,TRADING,true,8,8
ALTTRY,ALT,TRY,TRADING,true,8,8
APTFDUSD,APT,FDUSD,TRADING,true,8,8
BLURUSDC,BLUR,USDC,TRADING,true,8,8
JUPUSDT,JUP,USDT,TRADING,true,8,8
JUPFDUSD,JUP,FDUSD,TRADING,true,8,8
JUPTRY,JUP,TRY,TRADING,true,8,8
ALTUSDC,ALT,USDC,TRADING,true,8,8
SEIUSDC,SEI,USDC,TRADING,true,8,8
PYTHBTC,PYTH,BTC,TRADING,true,8,8
PYTHUSDT,PYTH,USDT,TRADING,true,8,8
PYTHTRY,PYTH,TRY,TRADING,true,8,8
RONINUSDT,RONIN,USDT,TRADING,true,8,8
RONINTRY,RONIN,TRY,TRADING,true,8,8
DYMUSDT,DYM,USDT,TRADING,true,8,8
DYMTRY,DYM,TRY,TRADING,true,8,8
JUPUSDC,JUP,USDC,TRADING,true,8,8
PIXELUSDT,PIXEL,USDT,TRADING,true,8,8
PIXELTRY,PIXEL,TRY,TRADING,true,8,8
STRKUSDT,STRK,USDT,TRADING,true,8,8
STRKTRY,STRK,TRY,TRADING,true,8,8
FILUSDC,FIL,USDC,TRADING,true,8,8
HBARTRY,HBAR,TRY,TRADING,true,8,8
PENDLETRY,PENDLE,TRY,TRADING,true,8,8
WLDUSDC,WLD,USDC,TRADING,true,8,8
CKBTRY,CKB,TRY,TRADING,true,8,8
COTITRY,COTI,TRY,TRADING,true,8,8
LDOTRY,LDO,TRY,TRADING,true,8,8
UNIUSDC,UNI,USDC,TRADING,true,8,8
PORTALUSDT,PORTAL,USDT,TRADING,true,8,8
PORTALTRY,PORTAL,TRY,TRADING,true,8,8
AXLBTC,AXL,BTC,TRADING,true,8,8
AXLUSDT,AXL,USDT,TRADING,true,8,8
AXLTRY,AXL,TRY,TRADING,true,8,8
PEPEFDUSD,PEPE,FDUSD,TRADING,true,2,8
PIXELUSDC,PIXEL,USDC,TRADING,true,8,8
STRKUSDC,STRK,USDC,TRADING,true,8,8
UNIFDUSD,UNI,FDUSD,TRADING,true,8,8
THETATRY,THETA,TRY,TRADING,true,8,8
WIFBTC,WIF,BTC,TRADING,true,8,8
WIFUSDT,WIF,USDT,TRADING,true,8,8
WIFFDUSD,WIF,FDUSD,TRADING,true,8,8
WIFTRY,WIF,TRY,TRADING,true,8,8
PEPEUSDC,PEPE,USDC,TRADING,true,2,8
SHIBUSDC,SHIB,USDC,TRADING,true,2,8
ARTRY,AR,TRY,TRADING,true,8,8
METISUSDT,METIS,USDT,TRADING,true,8,8
METISTRY,METIS,TRY,TRADING,true,8,8
BNBJPY,BNB,JPY,TRADING,true,8,8
BTCJPY,BTC,JPY,TRADING,true,8,8
ETHJPY,ETH,JPY,TRADING,true,8,8
FLOKIFDUSD,FLOKI,FDUSD,TRADING,true,2,8
NEARUSDC,NEAR,USDC,TRADING,true,8,8
SNXTRY,SNX,TRY,TRADING,true,8,8
AEVOUSDT,AEVO,USDT,TRADING,true,8,8
AEVOTRY,AEVO,TRY,TRADING,true,8,8
FETUSDC,FET,USDC,TRADING,true,8,8
EURUSDC,EUR,USDC,TRADING,true,8,8
BOMETRY,BOME,TRY,TRADING,true,2,8
BOMEUSDT,BOME,USDT,TRADING,true,2,8
ETHFIUSDT,ETHFI,USDT,TRADING,true,8,8
ETHFITRY,ETHFI,TRY,TRADING,true,8,8
AAVETRY,AAVE,TRY,TRADING,true,8,8
CRVTRY,CRV,TRY,TRADING,true,8,8
BONKUSDC,BONK,USDC,TRADING,true,2,8
FLOKIUSDC,FLOKI,USDC,TRADING,true,2,8
RAYTRY,RAY,TRY,TRADING,true,8,8
ENABTC,ENA,BTC,TRADING,true,8,8
ENAUSDT,ENA,USDT,TRADING,true,8,8
ENAFDUSD,ENA,FDUSD,TRADING,true,8,8
ENATRY,ENA,TRY,TRADING,true,8,8
MASKTRY,MASK,TRY,TRADING,true,8,8
PENDLEUSDC,PENDLE,USDC,TRADING,true,8,8
WUSDT,W,USDT,TRADING,true,8,8
WTRY,W,TRY,TRADING,true,8,8
BOMEUSDC,BOME,USDC,TRADING,true,2,8
JTOUSDC,JTO,USDC,TRADING,true,8,8
WIFUSDC,WIF,USDC,TRADING,true,8,8
TNSRUSDT,TNSR,USDT,TRADING,true,8,8
TNSRTRY,TNSR,TRY,TRADING,true,8,8
SAGABTC,SAGA,BTC,TRADING,true,8,8
SAGAUSDT,SAGA,USDT,TRADING,true,8,8
SAGAFDUSD,SAGA,FDUSD,TRADING,true,8,8
SAGATRY,SAGA,TRY,TRADING,true,8,8
USDTMXN,USDT,MXN,TRADING,true,8,8
CKBUSDC,CKB,USDC,TRADING,true,8,8
ENAUSDC,ENA,USDC,TRADING,true,8,8
ETHFIUSDC,ETHFI,USDC,TRADING,true,8,8
YGGUSDC,YGG,USDC,TRADING,true,8,8
TAOBTC,TAO,BTC,TRADING,true,8,8
TAOUSDT,TAO,USDT,TRADING,true,8,8
TAOFDUSD,TAO,FDUSD,TRADING,true,8,8
TAOTRY,TAO,TRY,TRADING,true,8,8
CFXUSDC,CFX,USDC,TRADING,true,8,8
RUNEUSDC,RUNE,USDC,TRADING,true,8,8
SAGAUSDC,SAGA,USDC,TRADING,true,8,8
POLYXTRY,POLYX,TRY,TRADING,true,8,8
APTUSDC,APT,USDC,TRADING,true,8,8
GALAUSDC,GALA,USDC,TRADING,true,8,8
STXUSDC,STX,USDC,TRADING,true,8,8
ICPUSDC,ICP,USDC,TRADING,true,8,8
PEPEBRL,PEPE,BRL,TRADING,true,2,8
ADAJPY,ADA,JPY,TRADING,true,8,8
SHIBJPY,SHIB,JPY,TRADING,true,2,8
SOLJPY,SOL,JPY,TRADING,true,8,8
XRPJPY,XRP,JPY,TRADING,true,8,8
REZUSDT,REZ,USDT,TRADING,true,8,8
REZTRY,REZ,TRY,TRADING,true,8,8
EGLDTRY,EGLD,TRY,TRADING,true,8,8
PHBTRY,PHB,TRY,TRADING,true,8,8
RSRTRY,RSR,TRY,TRADING,true,8,8
BBUSDT,BB,USDT,TRADING,true,8,8
BBTRY,BB,TRY,TRADING,true,8,8
PEOPLETRY,PEOPLE,TRY,TRADING,true,8,8
TRBUSDC,TRB,USDC,TRADING,true,8,8
NOTUSDT,NOT,USDT,TRADING,true,2,8
NOTFDUSD,NOT,FDUSD,TRADING,true,2,8
NOTTRY,NOT,TRY,TRADING,true,2,8
ARKMUSDC,ARKM,USDC,TRADING,true,8,8
ARUSDC,AR,USDC,TRADING,true,8,8
BBUSDC,BB,USDC,TRADING,true,8,8
CRVUSDC,CRV,USDC,TRADING,true,8,8
PEOPLEUSDC,PEOPLE,USDC,TRADING,true,8,8
PEPEEUR,PEPE,EUR,TRADING,true,2,8
REZUSDC,REZ,USDC,TRADING,true,8,8
USDCTRY,USDC,TRY,TRADING,true,8,8
BTCMXN,BTC,MXN,TRADING,true,8,8
XRPMXN,XRP,MXN,TRADING,true,8,8
ENSUSDC,ENS,USDC,TRADING,true,8,8
LDOUSDC,LDO,USDC,TRADING,true,8,8
NOTUSDC,NOT,USDC,TRADING,true,2,8
NEARBRL,NEAR,BRL,TRADING,true,8,8
HIGHTRY,HIGH,TRY,TRADING,true,8,8
TNSRUSDC,TNSR,USDC,TRADING,true,8,8
USDTCOP,USDT,COP,TRADING,true,8,8
IOUSDT,IO,USDT,TRADING,true,8,8
IOTRY,IO,TRY,TRADING,true,8,8
TRUTRY,TRU,TRY,TRADING,true,8,8
WIFEUR,WIF,EUR,TRADING,true,8,8
ZKUSDT,ZK,USDT,TRADING,true,8,8
ZKTRY,ZK,TRY,TRADING,true,8,8
LISTAUSDT,LISTA,USDT,TRADING,true,8,8
LISTATRY,LISTA,TRY,TRADING,true,8,8
ZROUSDT,ZRO,USDT,TRADING,true,8,8
ZROFDUSD,ZRO,FDUSD,TRADING,true,8,8
ZROTRY,ZRO,TRY,TRADING,true,8,8
ZKUSDC,ZK,USDC,TRADING,true,8,8
ZROUSDC,ZRO,USDC,TRADING,true,8,8
IOUSDC,IO,USDC,TRADING,true,8,8
1000SATSUSDC,1000SATS,USDC,TRADING,true,2,8
ETHARS,ETH,ARS,TRADING,true,8,8
GUSDT,G,USDT,TRADING,true,8,8
GTRY,G,TRY,TRADING,true,8,8
BANANAUSDT,BANANA,USDT,TRADING,true,8,8
BANANAFDUSD,BANANA,FDUSD,TRADING,true,8,8
BANANATRY,BANANA,TRY,TRADING,true,8,8
RENDERBTC,RENDER,BTC,TRADING,true,8,8
RENDERUSDT,RENDER,USDT,TRADING,true,8,8
RENDERUSDC,RENDER,USDC,TRADING,true,8,8
RENDERTRY,RENDER,TRY,TRADING,true,8,8
RENDEREUR,RENDER,EUR,TRADING,true,8,8
RENDERBRL,RENDER,BRL,TRADING,true,8,8
TONUSDT,TON,USDT,TRADING,true,8,8
TONFDUSD,TON,FDUSD,TRADING,true,8,8
TONTRY,TON,TRY,TRADING,true,8,8
DOGEJPY,DOGE,JPY,TRADING,true,8,8
NEARJPY,NEAR,JPY,TRADING,true,8,8
TONUSDC,TON,USDC,TRADING,true,8,8
DOGSUSDT,DOGS,USDT,TRADING,true,2,8
DOGSTRY,DOGS,TRY,TRADING,true,2,8
EUREURI,EUR,EURI,TRADING,true,8,8
EURIUSDT,EURI,USDT,TRADING,true,8,8
DOGSUSDC,DOGS,USDC,TRADING,true,2,8
RAREUSDC,RARE,USDC,TRADING,true,8,8
AAVEUSDC,AAVE,USDC,TRADING,true,8,8
SUNTRY,SUN,TRY,TRADING,true,8,8
POLBNB,POL,BNB,TRADING,true,8,8
POLBRL,POL,BRL,TRADING,true,8,8
POLBTC,POL,BTC,TRADING,true,8,8
POLETH,POL,ETH,TRADING,true,8,8
POLEUR,POL,EUR,TRADING,true,8,8
POLFDUSD,POL,FDUSD,TRADING,true,8,8
POLJPY,POL,JPY,TRADING,true,8,8
POLTRY,POL,TRY,TRADING,true,8,8
POLUSDC,POL,USDC,TRADING,true,8,8
POLUSDT,POL,USDT,TRADING,true,8,8
NEIROUSDT,NEIRO,USDT,TRADING,true,2,8
TURBOUSDT,TURBO,USDT,TRADING,true,8,8
1MBABYDOGEUSDT,1MBABYDOGE,USDT,TRADING,true,2,8
CATIUSDT,CATI,USDT,TRADING,true,8,8
CATITRY,CATI,TRY,TRADING,true,8,8
1MBABYDOGETRY,1MBABYDOGE,TRY,TRADING,true,2,8
BTCEURI,BTC,EURI,TRADING,true,8,8
NEIROTRY,NEIRO,TRY,TRADING,true,2,8
HMSTRUSDT,HMSTR,USDT,TRADING,true,2,8
HMSTRTRY,HMSTR,TRY,TRADING,true,2,8
EIGENUSDT,EIGEN,USDT,TRADING,true,8,8
EIGENFDUSD,EIGEN,FDUSD,TRADING,true,8,8
EIGENTRY,EIGEN,TRY,TRADING,true,8,8
BNSOLSOL,BNSOL,SOL,TRADING,true,8,8
SCRUSDT,SCR,USDT,TRADING,true,8,8
SUIBRL,SUI,BRL,TRADING,true,8,8
TURBOTRY,TURBO,TRY,TRADING,true,8,8
BNSOLUSDT,BNSOL,USDT,TRADING,true,8,8
LUMIAUSDT,LUMIA,USDT,TRADING,true,8,8
SCRTRY,SCR,TRY,TRADING,true,8,8
KAIAUSDT,KAIA,USDT,TRADING,true,8,8
COWUSDT,COW,USDT,TRADING,true,8,8
CETUSUSDT,CETUS,USDT,TRADING,true,8,8
PNUTUSDT,PNUT,USDT,TRADING,true,8,8
ACTUSDT,ACT,USDT,TRADING,true,8,8
ACTTRY,ACT,TRY,TRADING,true,8,8
COWTRY,COW,TRY,TRADING,true,8,8
CETUSTRY,CETUS,TRY,TRADING,true,8,8
PNUTTRY,PNUT,TRY,TRADING,true,8,8
ACTUSDC,ACT,USDC,TRADING,true,8,8
NEIROUSDC,NEIRO,USDC,TRADING,true,2,8
PNUTUSDC,PNUT,USDC,TRADING,true,8,8
USUALUSDT,USUAL,USDT,TRADING,true,8,8
CATIUSDC,CATI,USDC,TRADING,true,8,8
ETHEURI,ETH,EURI,TRADING,true,8,8
LUMIATRY,LUMIA,TRY,TRADING,true,8,8
FDUSDUSDC,FDUSD,USDC,TRADING,true,8,8
HBARUSDC,HBAR,USDC,TRADING,true,8,8
RAYUSDC,RAY,USDC,TRADING,true,8,8
TAOUSDC,TAO,USDC,TRADING,true,8,8
THETRY,THE,TRY,TRADING,true,8,8
THEUSDT,THE,USDT,TRADING,true,8,8
APEUSDC,APE,USDC,TRADING,true,8,8
EIGENUSDC,EIGEN,USDC,TRADING,true,8,8
HBARFDUSD,HBAR,FDUSD,TRADING,true,8,8
MEMEUSDC,MEME,USDC,TRADING,true,8,8
WLDEUR,WLD,EUR,TRADING,true,8,8
1MBABYDOGEUSDC,1MBABYDOGE,USDC,TRADING,true,2,8
CETUSUSDC,CETUS,USDC,TRADING,true,8,8
COWUSDC,COW,USDC,TRADING,true,8,8
DYDXUSDC,DYDX,USDC,TRADING,true,8,8
HMSTRUSDC,HMSTR,USDC,TRADING,true,2,8
TURBOUSDC,TURBO,USDC,TRADING,true,8,8
KAIAUSDC,KAIA,USDC,TRADING,true,8,8
SANDUSDC,SAND,USDC,TRADING,true,8,8
XLMFDUSD,XLM,FDUSD,TRADING,true,8,8
CHZUSDC,CHZ,USDC,TRADING,true,8,8
PYTHUSDC,PYTH,USDC,TRADING,true,8,8
RSRUSDC,RSR,USDC,TRADING,true,8,8
WUSDC,W,USDC,TRADING,true,8,8
XTZUSDC,XTZ,USDC,TRADING,true,8,8
ACXUSDT,ACX,USDT,TRADING,true,8,8
ORCAUSDT,ORCA,USDT,TRADING,true,8,8
MOVEUSDT,MOVE,USDT,TRADING,true,8,8
MOVETRY,MOVE,TRY,TRADING,true,8,8
MEUSDT,ME,USDT,TRADING,true,8,8
METRY,ME,TRY,TRADING,true,8,8
ACXUSDC,ACX,USDC,TRADING,true,8,8
ORCAUSDC,ORCA,USDC,TRADING,true,8,8
ACXTRY,ACX,TRY,TRADING,true,8,8
ORCATRY,ORCA,TRY,TRADING,true,8,8
KSMTRY,KSM,TRY,TRADING,true,8,8
CELOTRY,CELO,TRY,TRADING,true,8,8
HIVEUSDC,HIVE,USDC,TRADING,true,8,8
TLMUSDC,TLM,USDC,TRADING,true,8,8
VELODROMEUSDT,VELODROME,USDT,TRADING,true,8,8
VANAUSDT,VANA,USDT,TRADING,true,8,8
VANATRY,VANA,TRY,TRADING,true,8,8
1000CATUSDT,1000CAT,USDT,TRADING,true,8,8
1000CATTRY,1000CAT,TRY,TRADING,true,8,8
PENGUUSDT,PENGU,USDT,TRADING,true,8,8
PENGUTRY,PENGU,TRY,TRADING,true,8,8
USUALTRY,USUAL,TRY,TRADING,true,8,8
1000CATUSDC,1000CAT,USDC,TRADING,true,8,8
PENGUUSDC,PENGU,USDC,TRADING,true,8,8
BIOUSDT,BIO,USDT,TRADING,true,8,8
BIOTRY,BIO,TRY,TRADING,true,8,8
BIOUSDC,BIO,USDC,TRADING,true,8,8
HIVETRY,HIVE,TRY,TRADING,true,8,8
MOVEUSDC,MOVE,USDC,TRADING,true,8,8
PHATRY,PHA,TRY,TRADING,true,8,8
SUSHITRY,SUSHI,TRY,TRADING,true,8,8
DUSDT,D,USDT,TRADING,true,8,8
DTRY,D,TRY,TRADING,true,8,8
APTJPY,APT,JPY,TRADING,true,8,8
SUIJPY,SUI,JPY,TRADING,true,8,8
XLMJPY,XLM,JPY,TRADING,true,8,8
PEPEJPY,PEPE,JPY,TRADING,true,2,8
PHAUSDC,PHA,USDC,TRADING,true,8,8
USDCPLN,USDC,PLN,TRADING,true,8,8
STEEMUSDC,STEEM,USDC,TRADING,true,8,8
USUALUSDC,USUAL,USDC,TRADING,true,8,8
AIXBTUSDT,AIXBT,USDT,TRADING,true,8,8
AIXBTUSDC,AIXBT,USDC,TRADING,true,8,8
CGPTUSDT,CGPT,USDT,TRADING,true,8,8
CGPTUSDC,CGPT,USDC,TRADING,true,8,8
COOKIEUSDT,COOKIE,USDT,TRADING,true,8,8
COOKIEUSDC,COOKIE,USDC,TRADING,true,8,8
SBTC,S,BTC,TRADING,true,8,8
SBNB,S,BNB,TRADING,true,8,8
SEUR,S,EUR,TRADING,true,8,8
STRY,S,TRY,TRADING,true,8,8
SUSDC,S,USDC,TRADING,true,8,8
SUSDT,S,USDT,TRADING,true,8,8
IOTXJPY,IOTX,JPY,TRADING,true,8,8
SEIJPY,SEI,JPY,TRADING,true,8,8
SOLVUSDT,SOLV,USDT,TRADING,true,8,8
SOLVBNB,SOLV,BNB,TRADING,true,8,8
SOLVTRY,SOLV,TRY,TRADING,true,8,8
TRUMPUSDT,TRUMP,USDT,TRADING,true,8,8
TRUMPUSDC,TRUMP,USDC,TRADING,true,8,8
AIXBTTRY,AIXBT,TRY,TRADING,true,8,8
TRUMPTRY,TRUMP,TRY,TRADING,true,8,8
ANIMEUSDT,ANIME,USDT,TRADING,true,8,8
ANIMEUSDC,ANIME,USDC,TRADING,true,8,8
ANIMETRY,ANIME,TRY,TRADING,true,8,8
BERAUSDT,BERA,USDT,TRADING,true,8,8
BERAUSDC,BERA,USDC,TRADING,true,8,8
BERATRY,BERA,TRY,TRADING,true,8,8
1000CHEEMSUSDT,1000CHEEMS,USDT,TRADING,true,2,8
1000CHEEMSUSDC,1000CHEEMS,USDC,TRADING,true,2,8
TSTUSDT,TST,USDT,TRADING,true,8,8
TSTUSDC,TST,USDC,TRADING,true,8,8
LAYERUSDT,LAYER,USDT,TRADING,true,8,8
LAYERUSDC,LAYER,USDC,TRADING,true,8,8
LAYERTRY,LAYER,TRY,TRADING,true,8,8
QTUMTRY,QTUM,TRY,TRADING,true,8,8
TRUMPEUR,TRUMP,EUR,TRADING,true,8,8
HEIUSDT,HEI,USDT,TRADING,true,8,8
CAKEUSDC,CAKE,USDC,TRADING,true,8,8
HEIUSDC,HEI,USDC,TRADING,true,8,8
TRUMPFDUSD,TRUMP,FDUSD,TRADING,true,8,8
LTCJPY,LTC,JPY,TRADING,true,8,8
BCHJPY,BCH,JPY,TRADING,true,8,8
LINKJPY,LINK,JPY,TRADING,true,8,8
KAITOUSDT,KAITO,USDT,TRADING,true,8,8
KAITOUSDC,KAITO,USDC,TRADING,true,8,8
KAITOTRY,KAITO,TRY,TRADING,true,8,8
ETHMXN,ETH,MXN,TRADING,true,8,8
SOLMXN,SOL,MXN,TRADING,true,8,8
TRUMPBRL,TRUMP,BRL,TRADING,true,8,8
TSTTRY,TST,TRY,TRADING,true,8,8
SHELLUSDT,SHELL,USDT,TRADING,true,8,8
SHELLUSDC,SHELL,USDC,TRADING,true,8,8
SHELLTRY,SHELL,TRY,TRADING,true,8,8
REDUSDT,RED,USDT,TRADING,true,8,8
GPSUSDT,GPS,USDT,TRADING,true,8,8
