symbol,baseAsset,quoteAsset,status,isSpotTradingAllowed,baseAssetPrecision,quotePrecision
GPSUSDC,GPS,USDC,TRADING,true,8,8
GPSTRY,GPS,TRY,TRADING,true,8,8
REDUSDC,RED,USDC,TRADING,true,8,8
REDTRY,RED,TRY,TRADING,true,8,8
EGLDUSDC,EGLD,USDC,TRADING,true,8,8
OSMOUSDC,OSMO,USDC,TRADING,true,8,8
TUSDC,T,USDC,TRADING,true,8,8
CVCUSDC,CVC,USDC,TRADING,true,8,8
EURIUSDC,EURI,USDC,TRADING,true,8,8
SYNUSDC,SYN,USDC,TRADING,true,8,8
VELODROMEUSDC,VELODROME,USDC,TRADING,true,8,8
EPICUSDT,EPIC,USDT,TRADING,true,8,8
EPICUSDC,EPIC,USDC,TRADING,true,8,8
GMXUSDC,GMX,USDC,TRADING,true,8,8
RPLUSDC,RPL,USDC,TRADING,true,8,8
BMTUSDT,BMT,USDT,TRADING,true,8,8
BMTUSDC,BMT,USDC,TRADING,true,8,8
BMTTRY,BMT,TRY,TRADING,true,8,8
FORMUSDC,FORM,USDC,TRADING,true,8,8
FORMUSDT,FORM,USDT,TRADING,true,8,8
FORMTRY,FORM,TRY,TRADING,true,8,8
XUSDUSDT,XUSD,USDT,TRADING,true,8,8
IOTAUSDC,IOTA,USDC,TRADING,true,8,8
THEUSDC,THE,USDC,TRADING,true,8,8
VANRYUSDC,VANRY,USDC,TRADING,true,8,8
NILUSDT,NIL,USDT,TRADING,true,8,8
NILUSDC,NIL,USDC,TRADING,true,8,8
NILTRY,NIL,TRY,TRADING,true,8,8
BEAMXUSDC,BEAMX,USDC,TRADING,true,8,8
VANAUSDC,VANA,USDC,TRADING,true,8,8
PARTIFDUSD,PARTI,FDUSD,TRADING,true,8,8
PARTITRY,PARTI,TRY,TRADING,true,8,8
PARTIUSDT,PARTI,USDT,TRADING,true,8,8
PARTIUSDC,PARTI,USDC,TRADING,true,8,8
PARTIBNB,PARTI,BNB,TRADING,true,8,8
MUBARAKUSDT,MUBARAK,USDT,TRADING,true,8,8
MUBARAKUSDC,MUBARAK,USDC,TRADING,true,8,8
TUTUSDT,TUT,USDT,TRADING,true,8,8
BROCCOLI714USDT,BROCCOLI714,USDT,TRADING,true,8,8
TUTUSDC,TUT,USDC,TRADING,true,8,8
BANANAS31USDT,BANANAS31,USDT,TRADING,true,8,8
BANANAS31USDC,BANANAS31,USDC,TRADING,true,8,8
BROCCOLI714USDC,BROCCOLI714,USDC,TRADING,true,8,8
GUNUSDT,GUN,USDT,TRADING,true,8,8
GUNBNB,GUN,BNB,TRADING,true,8,8
GUNTRY,GUN,TRY,TRADING,true,8,8
THETAUSDC,THETA,USDC,TRADING,true,8,8
API3USDC,API3,USDC,TRADING,true,8,8
AUCTIONTRY,AUCTION,TRY,TRADING,true,8,8
AUCTIONUSDC,AUCTION,USDC,TRADING,true,8,8
BANANAUSDC,BANANA,USDC,TRADING,true,8,8
GUNUSDC,GUN,USDC,TRADING,true,8,8
QNTUSDC,QNT,USDC,TRADING,true,8,8
VETUSDC,VET,USDC,TRADING,true,8,8
ZENUSDC,ZEN,USDC,TRADING,true,8,8
BABYUSDT,BABY,USDT,TRADING,true,8,8
BABYUSDC,BABY,USDC,TRADING,true,8,8
BABYTRY,BABY,TRY,TRADING,true,8,8
ONDOUSDT,ONDO,USDT,TRADING,true,8,8
ONDOUSDC,ONDO,USDC,TRADING,true,8,8
BIGTIMEUSDT,BIGTIME,USDT,TRADING,true,8,8
BIGTIMEUSDC,BIGTIME,USDC,TRADING,true,8,8
VIRTUALUSDT,VIRTUAL,USDT,TRADING,true,8,8
VIRTUALUSDC,VIRTUAL,USDC,TRADING,true,8,8
KERNELTRY,KERNEL,TRY,TRADING,true,8,8
KERNELUSDC,KERNEL,USDC,TRADING,true,8,8
KERNELUSDT,KERNEL,USDT,TRADING,true,8,8
WCTTRY,WCT,TRY,TRADING,true,8,8
WCTUSDC,WCT,USDC,TRADING,true,8,8
WCTUSDT,WCT,USDT,TRADING,true,8,8
PAXGUSDC,PAXG,USDC,TRADING,true,8,8
ONDOTRY,ONDO,TRY,TRADING,true,8,8
ACHUSDC,ACH,USDC,TRADING,true,8,8
GMTUSDC,GMT,USDC,TRADING,true,8,8
HYPERUSDT,HYPER,USDT,TRADING,true,8,8
HYPERUSDC,HYPER,USDC,TRADING,true,8,8
HYPERTRY,HYPER,TRY,TRADING,true,8,8
INITUSDT,INIT,USDT,TRADING,true,8,8
INITUSDC,INIT,USDC,TRADING,true,8,8
INITTRY,INIT,TRY,TRADING,true,8,8
SIGNUSDT,SIGN,USDT,TRADING,true,8,8
SIGNUSDC,SIGN,USDC,TRADING,true,8,8
SIGNBNB,SIGN,BNB,TRADING,true,8,8
SIGNFDUSD,SIGN,FDUSD,TRADING,true,8,8
SIGNTRY,SIGN,TRY,TRADING,true,8,8
STOUSDT,STO,USDT,TRADING,true,8,8
STOUSDC,STO,USDC,TRADING,true,8,8
STOTRY,STO,TRY,TRADING,true,8,8
ENJUSDC,ENJ,USDC,TRADING,true,8,8
VIRTUALTRY,VIRTUAL,TRY,TRADING,true,8,8
SYRUPUSDT,SYRUP,USDT,TRADING,true,8,8
SYRUPUSDC,SYRUP,USDC,TRADING,true,8,8
KMNOUSDT,KMNO,USDT,TRADING,true,8,8
KMNOUSDC,KMNO,USDC,TRADING,true,8,8
SXTUSDT,SXT,USDT,TRADING,true,8,8
SXTUSDC,SXT,USDC,TRADING,true,8,8
SXTTRY,SXT,TRY,TRADING,true,8,8
PUNDIXUSDC,PUNDIX,USDC,TRADING,true,8,8
SYRUPTRY,SYRUP,TRY,TRADING,true,8,8
NXPCUSDT,NXPC,USDT,TRADING,true,8,8
NXPCUSDC,NXPC,USDC,TRADING,true,8,8
NXPCTRY,NXPC,TRY,TRADING,true,8,8
AWEUSDT,AWE,USDT,TRADING,true,8,8
HAEDALUSDT,HAEDAL,USDT,TRADING,true,8,8
HAEDALUSDC,HAEDAL,USDC,TRADING,true,8,8
HAEDALTRY,HAEDAL,TRY,TRADING,true,8,8
USD1USDT,USD1,USDT,TRADING,true,8,8
HUMAUSDT,HUMA,USDT,TRADING,true,8,8
HUMAUSDC,HUMA,USDC,TRADING,true,8,8
HUMATRY,HUMA,TRY,TRADING,true,8,8
ATRY,A,TRY,TRADING,true,8,8
AUSDC,A,USDC,TRADING,true,8,8
AUSDT,A,USDT,TRADING,true,8,8
SOPHUSDT,SOPH,USDT,TRADING,true,8,8
SOPHUSDC,SOPH,USDC,TRADING,true,8,8
SOPHFDUSD,SOPH,FDUSD,TRADING,true,8,8
SOPHTRY,SOPH,TRY,TRADING,true,8,8
MUBARAKTRY,MUBARAK,TRY,TRADING,true,8,8
TRXJPY,TRX,JPY,TRADING,true,8,8
RESOLVUSDT,RESOLV,USDT,TRADING,true,8,8
RESOLVUSDC,RESOLV,USDC,TRADING,true,8,8
RESOLVTRY,RESOLV,TRY,TRADING,true,8,8
HOMEUSDT,HOME,USDT,TRADING,true,8,8
HOMEUSDC,HOME,USDC,TRADING,true,8,8
HOMETRY,HOME,TRY,TRADING,true,8,8
FLUXUSDC,FLUX,USDC,TRADING,true,8,8
MASKUSDC,MASK,USDC,TRADING,true,8,8
SUSHIUSDC,SUSHI,USDC,TRADING,true,8,8
SPKUSDT,SPK,USDT,TRADING,true,8,8
SPKUSDC,SPK,USDC,TRADING,true,8,8
SPKTRY,SPK,TRY,TRADING,true,8,8
NEWTUSDT,NEWT,USDT,TRADING,true,8,8
NEWTUSDC,NEWT,USDC,TRADING,true,8,8
NEWTTRY,NEWT,TRY,TRADING,true,8,8
SAHARAUSDT,SAHARA,USDT,TRADING,true,8,8
SAHARAUSDC,SAHARA,USDC,TRADING,true,8,8
SAHARATRY,SAHARA,TRY,TRADING,true,8,8
LPTUSDC,LPT,USDC,TRADING,true,8,8
RVNUSDC,RVN,USDC,TRADING,true,8,8
LAUSDT,LA,USDT,TRADING,true,8,8
LAUSDC,LA,USDC,TRADING,true,8,8
LABNB,LA,BNB,TRADING,true,8,8
LATRY,LA,TRY,TRADING,true,8,8
LPTJPY,LPT,JPY,TRADING,true,8,8
XAIUSDC,XAI,USDC,TRADING,true,8,8
AXSUSDC,AXS,USDC,TRADING,true,8,8
COMPUSDC,COMP,USDC,TRADING,true,8,8
ERAUSDT,ERA,USDT,TRADING,true,8,8
ERAUSDC,ERA,USDC,TRADING,true,8,8
ERABNB,ERA,BNB,TRADING,true,8,8
ERAFDUSD,ERA,FDUSD,TRADING,true,8,8
ERATRY,ERA,TRY,TRADING,true,8,8
CUSDT,C,USDT,TRADING,true,8,8
CUSDC,C,USDC,TRADING,true,8,8
CTRY,C,TRY,TRADING,true,8,8
GRTUSDC,GRT,USDC,TRADING,true,8,8
ROSEUSDC,ROSE,USDC,TRADING,true,8,8
CVXUSDC,CVX,USDC,TRADING,true,8,8
FUNUSDC,FUN,USDC,TRADING,true,8,8
LISTAUSDC,LISTA,USDC,TRADING,true,8,8
TREEUSDT,TREE,USDT,TRADING,true,8,8
TREEUSDC,TREE,USDC,TRADING,true,8,8
TREETRY,TREE,TRY,TRADING,true,8,8
TOWNSUSDT,TOWNS,USDT,TRADING,true,8,8
TOWNSUSDC,TOWNS,USDC,TRADING,true,8,8
TOWNSTRY,TOWNS,TRY,TRADING,true,8,8
PROVEUSDT,PROVE,USDT,TRADING,true,8,8
PROVEUSDC,PROVE,USDC,TRADING,true,8,8
PROVETRY,PROVE,TRY,TRADING,true,8,8
ILVUSDC,ILV,USDC,TRADING,true,8,8
MAGICUSDC,MAGIC,USDC,TRADING,true,8,8
USDCBRL,USDC,BRL,TRADING,true,8,8
BFUSDUSDT,BFUSD,USDT,TRADING,true,8,8
PLUMEUSDT,PLUME,USDT,TRADING,true,8,8
PLUMEUSDC,PLUME,USDC,TRADING,true,8,8
PLUMETRY,PLUME,TRY,TRADING,true,8,8
CYBERUSDC,CYBER,USDC,TRADING,true,8,8
MAVUSDC,MAV,USDC,TRADING,true,8,8
SKLUSDC,SKL,USDC,TRADING,true,8,8
SSVUSDC,SSV,USDC,TRADING,true,8,8
UMAUSDC,UMA,USDC,TRADING,true,8,8
DOLOUSDT,DOLO,USDT,TRADING,true,8,8
DOLOUSDC,DOLO,USDC,TRADING,true,8,8
DOLOTRY,DOLO,TRY,TRADING,true,8,8
MITOUSDT,MITO,USDT,TRADING,true,8,8
MITOUSDC,MITO,USDC,TRADING,true,8,8
MITOTRY,MITO,TRY,TRADING,true,8,8
WLFIUSDT,WLFI,USDT,TRADING,true,2,8
WLFIUSDC,WLFI,USDC,TRADING,true,2,8
WLFITRY,WLFI,TRY,TRADING,true,2,8
BFUSDUSDC,BFUSD,USDC,TRADING,true,8,8
NMRUSDC,NMR,USDC,TRADING,true,8,8
QTUMUSDC,QTUM,USDC,TRADING,true,8,8
SOMIUSDT,SOMI,USDT,TRADING,true,8,8
SOMIUSDC,SOMI,USDC,TRADING,true,8,8
SOMITRY,SOMI,TRY,TRADING,true,8,8
WLFIEUR,WLFI,EUR,TRADING,true,2,8
OPENUSDT,OPEN,USDT,TRADING,true,8,8
OPENUSDC,OPEN,USDC,TRADING,true,8,8
OPENBNB,OPEN,BNB,TRADING,true,8,8
OPENFDUSD,OPEN,FDUSD,TRADING,true,8,8
OPENTRY,OPEN,TRY,TRADING,true,8,8
USDEUSDC,USDE,USDC,TRADING,true,8,8
USDEUSDT,USDE,USDT,TRADING,true,8,8
LINEAUSDT,LINEA,USDT,TRADING,true,8,8
LINEAUSDC,LINEA,USDC,TRADING,true,8,8
LINEATRY,LINEA,TRY,TRADING,true,8,8
HOLOUSDT,HOLO,USDT,TRADING,true,8,8
HOLOUSDC,HOLO,USDC,TRADING,true,8,8
HOLOTRY,HOLO,TRY,TRADING,true,8,8
PUMPUSDT,PUMP,USDT,TRADING,true,2,8
PUMPTRY,PUMP,TRY,TRADING,true,2,8
PUMPUSDC,PUMP,USDC,TRADING,true,2,8
AVNTUSDT,AVNT,USDT,TRADING,true,8,8
AVNTUSDC,AVNT,USDC,TRADING,true,8,8
AVNTTRY,AVNT,TRY,TRADING,true,8,8
ZKCUSDT,ZKC,USDT,TRADING,true,8,8
ZKCUSDC,ZKC,USDC,TRADING,true,8,8
ZKCTRY,ZKC,TRY,TRADING,true,8,8
SKYBTC,SKY,BTC,TRADING,true,8,8
SKYTRY,SKY,TRY,TRADING,true,8,8
SKYUSDC,SKY,USDC,TRADING,true,8,8
SKYUSDT,SKY,USDT,TRADING,true,8,8
BARDUSDT,BARD,USDT,TRADING,true,8,8
BARDUSDC,BARD,USDC,TRADING,true,8,8
BARDTRY,BARD,TRY,TRADING,true,8,8
0GUSDT,0G,USDT,TRADING,true,8,8
0GUSDC,0G,USDC,TRADING,true,8,8
0GTRY,0G,TRY,TRADING,true,8,8
IMXUSDC,IMX,USDC,TRADING,true,8,8
NMRTRY,NMR,TRY,TRADING,true,8,8
TWTUSDC,TWT,USDC,TRADING,true,8,8
HEMITRY,HEMI,TRY,TRADING,true,8,8
HEMIUSDT,HEMI,USDT,TRADING,true,8,8
HEMIUSDC,HEMI,USDC,TRADING,true,8,8
XPLUSDT,XPL,USDT,TRADING,true,8,8
XPLUSDC,XPL,USDC,TRADING,true,8,8
XPLFDUSD,XPL,FDUSD,TRADING,true,8,8
XPLTRY,XPL,TRY,TRADING,true,8,8
MIRAUSDT,MIRA,USDT,TRADING,true,8,8
MIRAUSDC,MIRA,USDC,TRADING,true,8,8
MIRATRY,MIRA,TRY,TRADING,true,8,8
FFUSDT,FF,USDT,TRADING,true,8,8
FFUSDC,FF,USDC,TRADING,true,8,8
FFFDUSD,FF,FDUSD,TRADING,true,8,8
FFTRY,FF,TRY,TRADING,true,8,8
AEVOUSDC,AEVO,USDC,TRADING,true,8,8
MEUSDC,ME,USDC,TRADING,true,8,8
SNXUSDC,SNX,USDC,TRADING,true,8,8
EDENUSDT,EDEN,USDT,TRADING,true,8,8
EDENUSDC,EDEN,USDC,TRADING,true,8,8
EDENTRY,EDEN,TRY,TRADING,true,8,8
NOMTRY,NOM,TRY,TRADING,true,8,8
NOMUSDC,NOM,USDC,TRADING,true,8,8
NOMUSDT,NOM,USDT,TRADING,true,8,8
2ZUSDT,2Z,USDT,TRADING,true,8,8
2ZUSDC,2Z,USDC,TRADING,true,8,8
2ZTRY,2Z,TRY,TRADING,true,8,8
TRUMPJPY,TRUMP,JPY,TRADING,true,8,8
MORPHOUSDT,MORPHO,USDT,TRADING,true,8,8
MORPHOUSDC,MORPHO,USDC,TRADING,true,8,8
MORPHOTRY,MORPHO,TRY,TRADING,true,8,8
ASTERUSDT,ASTER,USDT,TRADING,true,8,8
ASTERUSDC,ASTER,USDC,TRADING,true,8,8
ASTERTRY,ASTER,TRY,TRADING,true,8,8
WALUSDT,WAL,USDT,TRADING,true,8,8
WALUSDC,WAL,USDC,TRADING,true,8,8
WALBNB,WAL,BNB,TRADING,true,8,8
WALFDUSD,WAL,FDUSD,TRADING,true,8,8
WALTRY,WAL,TRY,TRADING,true,8,8
EULUSDT,EUL,USDT,TRADING,true,8,8
EULUSDC,EUL,USDC,TRADING,true,8,8
EULTRY,EUL,TRY,TRADING,true,8,8
ENSOUSDT,ENSO,USDT,TRADING,true,8,8
ENSOUSDC,ENSO,USDC,TRADING,true,8,8
ENSOBNB,ENSO,BNB,TRADING,true,8,8
ENSOTRY,ENSO,TRY,TRADING,true,8,8
YBUSDT,YB,USDT,TRADING,true,8,8
YBUSDC,YB,USDC,TRADING,true,8,8
YBTRY,YB,TRY,TRADING,true,8,8
ZBTUSDT,ZBT,USDT,TRADING,true,8,8
ZBTUSDC,ZBT,USDC,TRADING,true,8,8
ZBTTRY,ZBT,TRY,TRADING,true,8,8
TURTLEUSDT,TURTLE,USDT,TRADING,true,8,8
TURTLEUSDC,TURTLE,USDC,TRADING,true,8,8
TURTLETRY,TURTLE,TRY,TRADING,true,8,8
GIGGLEUSDT,GIGGLE,USDT,TRADING,true,8,8
GIGGLEUSDC,GIGGLE,USDC,TRADING,true,8,8
GIGGLETRY,GIGGLE,TRY,TRADING,true,8,8
FUSDT,F,USDT,TRADING,true,8,8
FUSDC,F,USDC,TRADING,true,8,8
FTRY,F,TRY,TRADING,true,8,8
KITEUSDT,KITE,USDT,TRADING,true,8,8
KITEUSDC,KITE,USDC,TRADING,true,8,8
KITETRY,KITE,TRY,TRADING,true,8,8
MMTUSDT,MMT,USDT,TRADING,true,8,8
MMTUSDC,MMT,USDC,TRADING,true,8,8
MMTTRY,MMT,TRY,TRADING,true,8,8
DASHUSDC,DASH,USDC,TRADING,true,8,8
SAPIENUSDT,SAPIEN,USDT,TRADING,true,8,8
SAPIENUSDC,SAPIEN,USDC,TRADING,true,8,8
SAPIENTRY,SAPIEN,TRY,TRADING,true,8,8
MINAUSDC,MINA,USDC,TRADING,true,8,8
XVGUSDC,XVG,USDC,TRADING,true,8,8
ALLOUSDT,ALLO,USDT,TRADING,true,8,8
ALLOUSDC,ALLO,USDC,TRADING,true,8,8
ALLOTRY,ALLO,TRY,TRADING,true,8,8
SOLVUSDC,SOLV,USDC,TRADING,true,8,8
USD1USDC,USD1,USDC,TRADING,true,8,8
WLFIUSD1,WLFI,USD1,TRADING,true,2,8
BANKUSDT,BANK,USDT,TRADING,true,8,8
BANKUSDC,BANK,USDC,TRADING,true,8,8
BANKTRY,BANK,TRY,TRADING,true,8,8
METUSDT,MET,USDT,TRADING,true,8,8
METUSDC,MET,USDC,TRADING,true,8,8
METTRY,MET,TRY,TRADING,true,8,8
1INCHUSDC,1INCH,USDC,TRADING,true,8,8
COTIUSDC,COTI,USDC,TRADING,true,8,8
LSKUSDC,LSK,USDC,TRADING,true,8,8
USDTUSD,USDT,USD,TRADING,true,8,8
USDCUSD,USDC,USD,TRADING,true,8,8
DODOTRY,DODO,TRY,TRADING,true,8,8
HEITRY,HEI,TRY,TRADING,true,8,8
MANTAIDR,MANTA,IDR,TRADING,true,8,2
SCRIDR,SCR,IDR,TRADING,true,8,2
WLDIDR,WLD,IDR,TRADING,true,8,2
HBARIDR,HBAR,IDR,TRADING,true,8,2
ATUSDT,AT,USDT,TRADING,true,8,8
ATUSDC,AT,USDC,TRADING,true,8,8
ATTRY,AT,TRY,TRADING,true,8,8
ASTERIDR,ASTER,IDR,TRADING,true,8,2
AVAXIDR,AVAX,IDR,TRADING,true,8,2
DOGSIDR,DOGS,IDR,TRADING,true,2,2
FLOKIIDR,FLOKI,IDR,TRADING,true,2,2
POLIDR,POL,IDR,TRADING,true,8,2
RENDERIDR,RENDER,IDR,TRADING,true,8,2
TAOIDR,TAO,IDR,TRADING,true,8,2
TONIDR,TON,IDR,TRADING,true,8,2
VIRTUALIDR,VIRTUAL,IDR,TRADING,true,8,2
WIFIDR,WIF,IDR,TRADING,true,8,2
ZILIDR,ZIL,IDR,TRADING,true,8,2
ARBIDR,ARB,IDR,TRADING,true,8,2
ADAIDR,ADA,IDR,TRADING,true,8,2
BNBIDR,BNB,IDR,TRADING,true,8,2
BTCIDR,BTC,IDR,TRADING,true,8,2
DOGEIDR,DOGE,IDR,TRADING,true,8,2
ETHIDR,ETH,IDR,TRADING,true,8,2
ONDOIDR,ONDO,IDR,TRADING,true,8,2
SUIIDR,SUI,IDR,TRADING,true,8,2
TKOIDR,TKO,IDR,TRADING,true,8,2
XRPIDR,XRP,IDR,TRADING,true,8,2
USDTIDR,USDT,IDR,TRADING,true,8,2
USDCIDR,USDC,IDR,TRADING,true,8,2
SOLIDR,SOL,IDR,TRADING,true,8,2
BTCUSD,BTC,USD,TRADING,true,8,8
BTCUSD1,BTC,USD1,TRADING,true,8,8
DYMUSDC,DYM,USDC,TRADING,true,8,8
BNBUSD1,BNB,USD1,TRADING,true,8,8
ETHUSD1,ETH,USD1,TRADING,true,8,8
SOLUSD1,SOL,USD1,TRADING,true,8,8
DASHTRY,DASH,TRY,TRADING,true,8,8
DOGEUSD1,DOGE,USD1,TRADING,true,8,8
SUIUSD1,SUI,USD1,TRADING,true,8,8
XRPUSD1,XRP,USD1,TRADING,true,8,8
KGSTUSDT,KGST,USDT,TRADING,true,8,8
ADAUSD1,ADA,USD1,TRADING,true,8,8
ASTERUSD1,ASTER,USD1,TRADING,true,8,8
LUNAUSDC,LUNA,USDC,TRADING,true,8,8
LUNCUSDC,LUNC,USDC,TRADING,true,8,8
ZECUSD1,ZEC,USD1,TRADING,true,8,8
AVAXUSD1,AVAX,USD1,TRADING,true,8,8
BCHUSD1,BCH,USD1,TRADING,true,8,8
UNIUSD1,UNI,USD1,TRADING,true,8,8
BREVUSDT,BREV,USDT,TRADING,true,8,8
BREVUSDC,BREV,USDC,TRADING,true,8,8
BREVBNB,BREV,BNB,TRADING,true,8,8
BREVTRY,BREV,TRY,TRADING,true,8,8
币安人生USDT,币安人生,USDT,TRADING,true,8,8
币安人生USDC,币安人生,USDC,TRADING,true,8,8
ZKPUSDT,ZKP,USDT,TRADING,true,8,8
ZKPUSDC,ZKP,USDC,TRADING,true,8,8
ZKPTRY,ZKP,TRY,TRADING,true,8,8
FETJPY,FET,JPY,TRADING,true,8,8
TAOJPY,TAO,JPY,TRADING,true,8,8
LINKUSD1,LINK,USD1,TRADING,true,8,8
USDCMXN,USDC,MXN,TRADING,true,8,8
PEPEUSD1,PEPE,USD1,TRADING,true,2,8
UUSDT,U,USDT,TRADING,true,8,8
UUSDC,U,USDC,TRADING,true,8,8
FRAXUSDT,FRAX,USDT,TRADING,true,8,8
FOGOUSDT,FOGO,USDT,TRADING,true,8,8
FOGOUSDC,FOGO,USDC,TRADING,true,8,8
FOGOTRY,FOGO,TRY,TRADING,true,8,8
BTCU,BTC,U,TRADING,true,8,8
LTCUSD1,LTC,USD1,TRADING,true,8,8
UTRY,U,TRY,TRADING,true,8,8
XRPRLUSD,XRP,RLUSD,TRADING,true,8,8
RLUSDUSDT,RLUSD,USDT,TRADING,true,8,8
RLUSDU,RLUSD,U,TRADING,true,8,8
SENTUSDT,SENT,USDT,TRADING,true,8,8
SENTUSDC,SENT,USDC,TRADING,true,8,8
SENTTRY,SENT,TRY,TRADING,true,8,8
BNBU,BNB,U,TRADING,true,8,8
KGSTU,KGST,U,TRADING,true,8,8
SOLU,SOL,U,TRADING,true,8,8
TRXUSD1,TRX,USD1,TRADING,true,8,8
USD1U,USD1,U,TRADING,true,8,8
ETHU,ETH,U,TRADING,true,8,8
ZAMAUSDT,ZAMA,USDT,TRADING,true,8,8
ZAMAUSDC,ZAMA,USDC,TRADING,true,8,8
ZAMATRY,ZAMA,TRY,TRADING,true,8,8
ASTERU,ASTER,U,TRADING,true,8,8
PAXGUSD1,PAXG,USD1,TRADING,true,8,8
SUIU,SUI,U,TRADING,true,8,8
XRPU,XRP,U,TRADING,true,8,8
ESPUSDT,ESP,USDT,TRADING,true,8,8
ESPUSDC,ESP,USDC,TRADING,true,8,8
ESPTRY,ESP,TRY,TRADING,true,8,8
ADAU,ADA,U,TRADING,true,8,8
DOGEU,DOGE,U,TRADING,true,8,8
PEPEU,PEPE,U,TRADING,true,2,8
TAOUSD1,TAO,USD1,TRADING,true,8,8
BNBUSD,BNB,USD,TRADING,true,8,8
ETHUSD,ETH,USD,TRADING,true,8,8
SOLUSD,SOL,USD,TRADING,true,8,8
MANTRAUSDT,MANTRA,USDT,TRADING,true,8,8
MANTRAUSDC,MANTRA,USDC,TRADING,true,8,8
MANTRATRY,MANTRA,TRY,TRADING,true,8,8
ROBOUSDT,ROBO,USDT,TRADING,true,8,8
ROBOUSDC,ROBO,USDC,TRADING,true,8,8
ROBOTRY,ROBO,TRY,TRADING,true,8,8
LINKU,LINK,U,TRADING,true,8,8
LTCU,LTC,U,TRADING,true,8,8
PAXGU,PAXG,U,TRADING,true,8,8
ZECU,ZEC,U,TRADING,true,8,8
AVAXU,AVAX,U,TRADING,true,8,8
OPNUSDT,OPN,USDT,TRADING,true,8,8
OPNUSDC,OPN,USDC,TRADING,true,8,8
OPNBNB,OPN,BNB,TRADING,true,8,8
OPNU,OPN,U,TRADING,true,8,8
OPNUSD1,OPN,USD1,TRADING,true,8,8
OPNTRY,OPN,TRY,TRADING,true,8,8
BCHU,BCH,U,TRADING,true,8,8
NEARU,NEAR,U,TRADING,true,8,8
NEARUSD1,NEAR,USD1,TRADING,true,8,8
TRXU,TRX,U,TRADING,true,8,8
UIDR,U,IDR,TRADING,true,8,2
NIGHTUSDT,NIGHT,USDT,TRADING,true,8,8
NIGHTUSDC,NIGHT,USDC,TRADING,true,8,8
NIGHTBNB,NIGHT,BNB,TRADING,true,8,8
NIGHTTRY,NIGHT,TRY,TRADING,true,8,8
CFGUSDT,CFG,USDT,TRADING,true,8,8
CFGUSDC,CFG,USDC,TRADING,true,8,8
CFGTRY,CFG,TRY,TRADING,true,8,8
AAVEU,AAVE,U,TRADING,true,8,8
TAOU,TAO,U,TRADING,true,8,8
UNIU,UNI,U,TRADING,true,8,8
WLFIU,WLFI,U,TRADING,true,2,8
KATUSDT,KAT,USDT,TRADING,true,8,8
KATUSDC,KAT,USDC,TRADING,true,8,8
KATTRY,KAT,TRY,TRADING,true,8,8
XAUTUSDT,XAUT,USDT,TRADING,true,8,8
XAUTUSDC,XAUT,USDC,TRADING,true,8,8
XAUTU,XAUT,U,TRADING,true,8,8
XAUTBTC,XAUT,BTC,TRADING,true,8,8
XAUTTRY,XAUT,TRY,TRADING,true,8,8
APTU,APT,U,TRADING,true,8,8
ENAU,ENA,U,TRADING,true,8,8
FETU,FET,U,TRADING,true,8,8
NIGHTU,NIGHT,U,TRADING,true,8,8
TRUMPU,TRUMP,U,TRADING,true,8,8
WLDU,WLD,U,TRADING,true,8,8
TRUMPUSD1,TRUMP,USD1,TRADING,true,8,8
